snpeffFname	pos	eff	Freq	flag
ID180	6198	single-Nonsyn	0.0646	Nonsyn
ID028	6329	single-Nonsyn	0.0893	Nonsyn
ID157	6423	single-Nonsyn	0.3575	Nonsyn
ID091	6596	single-Nonsyn	0.1077	Nonsyn
ID026	6605	single-Nonsyn	0.0564	Nonsyn
ID112	6878	single-Nonsyn	0.0613	Nonsyn
ID112	6885	single-Nonsyn	0.0838	Nonsyn
ID112	6896	single-Nonsyn	0.0975	Nonsyn
ID112	6903	single-Nonsyn	0.3706	Nonsyn
ID112	6906	single-Nonsyn	0.0546	Nonsyn
ID125	7011	single-Nonsyn	0.0674	Nonsyn
ID199	7312	single-Nonsyn	0.0726	Nonsyn
ID171	7360	single-Nonsyn	0.4988	Nonsyn
ID030	7409	single-Nonsyn	0.3317	Nonsyn
ID132	7473	single-Nonsyn	0.0694	Nonsyn
ID127	7503	single-Nonsyn	0.0885	Nonsyn
ID139	7559	single-Nonsyn	0.0517	Nonsyn
ID139	7561	single-Nonsyn	0.0514	Nonsyn
ID199	7911	single-Nonsyn	0.106	Nonsyn
ID199	8075	single-Nonsyn	0.1165	Nonsyn
ID129	8498	single-Nonsyn	0.151	Nonsyn
ID112	8739	single-Nonsyn	0.0615	Nonsyn
ID011	9144	single-Nonsyn	0.0501	Nonsyn
ID113	9246	single-Nonsyn	0.0849	Nonsyn
ID173	9263	single-Nonsyn	0.1058	Nonsyn
ID011	9614	single-Nonsyn	0.6544	Nonsyn
ID199	9658	single-Nonsyn	0.0621	Nonsyn
ID199	9761	single-Nonsyn	0.0636	Nonsyn
ID030	10029	single-Nonsyn	0.1128	Nonsyn
ID030	10041	single-Nonsyn	0.1079	Nonsyn
ID191	10085	single-Nonsyn	0.1657	Nonsyn
ID016	10088	single-Nonsyn	0.0711	Nonsyn
ID016	10094	single-Nonsyn	0.0675	Nonsyn
ID016	10121	single-Nonsyn	0.0537	Nonsyn
ID016	10122	single-Nonsyn	0.0549	Nonsyn
ID133	10207	single-Nonsyn	0.0573	Nonsyn
ID183	10448	single-Nonsyn	0.1217	Nonsyn
ID199	10675	single-Nonsyn	0.1151	Nonsyn
ID048	10835	single-Nonsyn	0.0743	Nonsyn
ID054	10844	single-Nonsyn	0.24	Nonsyn
ID047	10851	single-Nonsyn	0.051	Nonsyn
ID173	10885	single-Nonsyn	0.0545	Nonsyn
ID030	11112	single-Nonsyn	0.1682	Nonsyn
ID030	11195	single-Nonsyn	0.152	Nonsyn
ID199	11222	single-Nonsyn	0.0561	Nonsyn
ID129	11249	single-Nonsyn	0.056	Nonsyn
ID078	11471	single-Nonsyn	0.0611	Nonsyn
ID127	11517	single-Nonsyn	0.0571	Nonsyn
ID139	11663	single-Nonsyn	0.0984	Nonsyn
ID173	11814	single-Nonsyn	0.0592	Nonsyn
ID028	11842	single-Nonsyn	0.0627	Nonsyn
ID032	12053	single-Nonsyn	0.4259	Nonsyn
ID173	12552	single-Nonsyn	0.198	Nonsyn
ID074	12789	single-Nonsyn	0.0572	Nonsyn
ID016	12831	single-Nonsyn	0.0818	Nonsyn
ID030	12851	single-Nonsyn	0.0657	Nonsyn
ID173	13460	single-Nonsyn	0.2116	Nonsyn
ID032	13730	single-Nonsyn	0.0603	Nonsyn
ID199	14087	single-Nonsyn	0.0617	Nonsyn
ID030	14290	single-Nonsyn	0.1152	Nonsyn
ID032	14408	single-Nonsyn	0.4671	Nonsyn
ID078	14576	single-Nonsyn	0.0519	Nonsyn
ID199	14767	single-Nonsyn	0.0885	Nonsyn
ID016	14773	single-Nonsyn	0.2448	Nonsyn
ID199	14785	single-Nonsyn	0.097	Nonsyn
ID199	14906	single-Nonsyn	0.0673	Nonsyn
ID199	15004	single-Nonsyn	0.0771	Nonsyn
ID173	15194	single-Nonsyn	0.1785	Nonsyn
ID016	15502	single-Nonsyn	0.0582	Nonsyn
ID030	15978	single-Nonsyn	0.0937	Nonsyn
ID030	15983	single-Nonsyn	0.1037	Nonsyn
ID172	16453	single-Nonsyn	0.0656	Nonsyn
ID030	16644	single-Nonsyn	0.0947	Nonsyn
ID199	16690	single-Nonsyn	0.0761	Nonsyn
ID196	16786	single-Nonsyn	0.0689	Nonsyn
ID063	17012	single-Nonsyn	0.0586	Nonsyn
ID129	17021	single-Nonsyn	0.0608	Nonsyn
ID191	17035	single-Nonsyn	0.4095	Nonsyn
ID191	17225	single-Nonsyn	0.5663	Nonsyn
ID030	18004	single-Nonsyn	0.1449	Nonsyn
ID136	18089	single-Nonsyn	0.0859	Nonsyn
ID030	18178	single-Nonsyn	0.2821	Nonsyn
ID074	18710	single-Nonsyn	0.1074	Nonsyn
ID196	18720	single-Nonsyn	0.2919	Nonsyn
ID198	18881	single-Nonsyn	0.1994	Nonsyn
ID173	18977	single-Nonsyn	0.0903	Nonsyn
ID173	18978	single-Nonsyn	0.0715	Nonsyn
ID112	19089	single-Nonsyn	0.0524	Nonsyn
ID030	19112	single-Nonsyn	0.0969	Nonsyn
ID199	19231	single-Nonsyn	0.2226	Nonsyn
ID030	19726	single-Nonsyn	0.3418	Nonsyn
ID065	19780	single-Nonsyn	0.0511	Nonsyn
ID170	19958	single-Nonsyn	0.0549	Nonsyn
ID199	20248	single-Nonsyn	0.0555	Nonsyn
ID199	20438	single-Nonsyn	0.0668	Nonsyn
ID030	20474	single-Nonsyn	0.1196	Nonsyn
ID199	20578	single-Nonsyn	0.0655	Nonsyn
ID173	20656	single-Nonsyn	0.0705	Nonsyn
ID173	20657	single-Nonsyn	0.0744	Nonsyn
ID112	20668	single-Nonsyn	0.0599	Nonsyn
ID050	20759	single-Nonsyn	0.8102	Nonsyn
ID016	20823	single-Nonsyn	0.1114	Nonsyn
ID078	20956	single-Nonsyn	0.0636	Nonsyn
ID016	21025	single-Nonsyn	0.109	Nonsyn
ID199	21186	single-Nonsyn	0.1248	Nonsyn
ID199	21235	single-Nonsyn	0.1321	Nonsyn
ID112	21236	single-Nonsyn	0.2352	Nonsyn
ID199	21428	single-Nonsyn	0.258	Nonsyn
ID030	21575	single-Nonsyn	0.6429	Nonsyn
ID173	21644	single-Nonsyn	0.1408	Nonsyn
ID199	21836	single-Nonsyn	0.0595	Nonsyn
ID169	21995	single-Nonsyn	0.1415	Nonsyn
ID173	22310	single-Nonsyn	0.2777	Nonsyn
ID173	22313	single-Nonsyn	0.1004	Nonsyn
ID030	22410	single-Nonsyn	0.1235	Nonsyn
ID191	22617	single-Nonsyn	0.1888	Nonsyn
ID191	22932	single-Nonsyn	0.2039	Nonsyn
ID196	23340	single-Nonsyn	0.1247	Nonsyn
ID199	23349	single-Nonsyn	0.0707	Nonsyn
ID191	23504	single-Nonsyn	0.3742	Nonsyn
ID030	23625	single-Nonsyn	0.1643	Nonsyn
ID191	23675	single-Nonsyn	0.4749	Nonsyn
ID016	23856	single-Nonsyn	0.2773	Nonsyn
ID030	23886	single-Nonsyn	0.0877	Nonsyn
ID074	23948	single-Nonsyn	0.2281	Nonsyn
ID037	23988	single-Nonsyn	0.8005	Nonsyn
ID194	24066	single-Nonsyn	0.1129	Nonsyn
ID146	24068	single-Nonsyn	0.0528	Nonsyn
ID054	24218	single-Nonsyn	0.1918	Nonsyn
ID196	24260	single-Nonsyn	0.1025	Nonsyn
ID196	24261	single-Nonsyn	0.1045	Nonsyn
ID132	24521	single-Nonsyn	0.1113	Nonsyn
ID016	24530	single-Nonsyn	0.1162	Nonsyn
ID066	24603	single-Nonsyn	0.0746	Nonsyn
ID173	24878	single-Nonsyn	0.3762	Nonsyn
ID032	25088	single-Nonsyn	0.4217	Nonsyn
ID054	25166	single-Nonsyn	0.0555	Nonsyn
ID054	25184	single-Nonsyn	0.122	Nonsyn
ID007	25429	single-Nonsyn	0.09	Nonsyn
ID015	25669	single-Nonsyn	0.7786	Nonsyn
ID199	25696	single-Nonsyn	0.0713	Nonsyn
ID047	25746	single-Nonsyn	0.1184	Nonsyn
ID011	25765	single-Nonsyn	0.0821	Nonsyn
ID199	25793	single-Nonsyn	0.1273	Nonsyn
ID129	26308	single-Nonsyn	0.0679	Nonsyn
ID054	26365	single-Nonsyn	0.1637	Nonsyn
ID199	26849	single-Nonsyn	0.0627	Nonsyn
ID199	26851	single-Nonsyn	0.0646	Nonsyn
ID183	27008	single-Nonsyn	0.1132	Nonsyn
ID026	27375	single-Nonsyn	0.1954	Nonsyn
ID026	27376	single-Nonsyn	0.1982	Nonsyn
ID122	27548	single-Nonsyn	0.0603	Nonsyn
ID054	27903	single-Nonsyn	0.0562	Nonsyn
ID054	27906	single-Nonsyn	0.057	Nonsyn
ID149	28073	single-Nonsyn	0.0833	Nonsyn
ID167	28098	single-Nonsyn	0.0799	Nonsyn
ID058	28144	single-Nonsyn	0.8	Nonsyn
ID127	28223	single-Nonsyn	0.0793	Nonsyn
ID169	28296	single-Nonsyn	0.1397	Nonsyn
ID173	28310	single-Nonsyn	0.0879	Nonsyn
ID199	28539	single-Nonsyn	0.0538	Nonsyn
ID199	28548	single-Nonsyn	0.0507	Nonsyn
ID074	28775	single-Nonsyn	0.0701	Nonsyn
ID032	28881	single-Nonsyn	0.4835	Nonsyn
ID032	28883	single-Nonsyn	0.4695	Nonsyn
ID173	28917	single-Nonsyn	0.0723	Nonsyn
ID112	28928	single-Nonsyn	0.0858	Nonsyn
ID112	28935	single-Nonsyn	0.079	Nonsyn
ID112	28937	single-Nonsyn	0.0802	Nonsyn
ID129	28974	single-Nonsyn	0.0505	Nonsyn
ID129	28977	single-Nonsyn	0.0511	Nonsyn
ID199	29034	single-Nonsyn	0.9111	Nonsyn
ID159	29140	single-Nonsyn	0.0503	Nonsyn
ID132	29165	single-Nonsyn	0.8667	Nonsyn
ID196	29312	single-Nonsyn	0.4299	Nonsyn
ID146	29386	single-Nonsyn	0.3038	Nonsyn
ID063	29395	single-Nonsyn	0.0609	Nonsyn
ID180	29403	single-Nonsyn	0.0556	Nonsyn
ID132	29470	single-Nonsyn	0.25	Nonsyn
ID169	29562	single-Nonsyn	0.0912	Nonsyn
ID191	29579	single-Nonsyn	0.798	Nonsyn
ID137	29586	single-Nonsyn	0.1087	Nonsyn
ID188	29616	single-Nonsyn	0.1036	Nonsyn
